Name,Rating,Advantage,Disadvantage,Reviews,Salary,Interview,Jobs,Industry,Employees,Ownership,Age,Location,Work Place
Tbea Energy,3.9,"Promotions / Appraisal, Salary & Benefits",,158,981,12,--,Electrical Equipment , 501-1k Employees , 14 years old , Karjan +17 more,,
Energy Efficiency Services,4.0,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",157,786,10,--,Power , 501-1k Employees , 15 years old , New Delhi +31 more,,
Emirates NBD,4.0,Salary & Benefits,Promotions / Appraisal,157,908,5,--,Banking , 201-500 Employees , Public , 61 years old , Dubai +11 more,
Mangalam Cement,4.2,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,155,737,11,--,Building Material , 1k-5k Employees , Public , 48 years old , Kolkata +21 more,
Systopic Laboratories,4.6,"Job Security, Work Life Balance, Company Culture",,155,325,4,--,Pharma , 501-1k Employees , 42 years old , Delhi/NCR +41 more,,
Riddhi Corporate Services,3.8,"Promotions / Appraisal, Job Security, Salary & Benefits",,155,631,8,18,IT Services & Consulting , 11-50 Employees , Public , 14 years old , Ahmedabad  +33 more,
Rotostat Services,4.2,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,154,717,13,--,Industrial Machinery , 51-200 Employees , 15 years old , Mumbai +23 more,,
Biostadt,4.5,"Work Life Balance, Company Culture, Job Security",,153,531,7,--,Agro Chemicals , 501-1k Employees , 21 years old , Mumbai +48 more,,
Edelweiss Broking,3.8,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",,152,884,7,--,Financial Services , 5k-10k Employees , 29 years old , Mumbai +36 more,,
Tirupati Medicare,4.2,"Job Security, Company Culture, Work Satisfaction",,151,695,7,--,Pharma , 1k-5k Employees , 19 years old , Paonta Sahib +13 more,,
Srei Sahaj e-Village,4.1,Skill Development / Learning,Promotions / Appraisal,147,332,2,--,Retail , 201-500 Employees (Global) , 16 years old , Kolkata +33 more,,
KNR Constructions,4.2,"Job Security, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,145,747,5,--,Engineering & Construction , 1k-5k Employees , Public , 29 years old , Hyderabad/Secunderabad +32 more,
OEN India,4.0,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",144,899,12,--,Auto Components , 51-200 Employees , 56 years old , Kochi/Cochin +8 more,,
Chiripal Industries,3.6,"Promotions / Appraisal, Company Culture, Salary & Benefits",,140,912,5,--,Fashion & Textile , 1k-5k Employees , Public , 52 years old , Ahmedabad +4 more,
Dixcy Textiles,3.5,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,27,752,4,--,1k-5k Employees , 40 years old , Bangalore/Bengaluru +29 more,,,
Schaeffer & Sam,3.5,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,172,707,7,--,11-50 Employees (Global) , Uniondale +20 more,,,,
Infineon Technologies,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Work Satisfaction",169,1.7k,29,--,Semiconductors , 1k-5k Employees , Forbes Global 2000 , 25 years old , Neubiberg +6 more,
eMDs,3.6,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",166,861,15,--,IT Services & Consulting , 201-500 Employees , 28 years old , Austin +6 more,,
Daffodil Software,3.5,"Work Life Balance, Company Culture, Salary & Benefits",,165,1.6k,20,--,IT Services & Consulting , 501-1k Employees , Conglomerate , 25 years old , Grandville +6 more,
Turtle,3.6,"Promotions / Appraisal, Salary & Benefits, Job Security",,165,648,7,18,Fashion & Textile , 51-200 Employees , 31 years old , Kolkata +25 more,,
C. L. GUPTA EXPORTS,4.2,"Company Culture, Skill Development / Learning, Work Satisfaction",,164,814,6,--,Import & Export , 1k-5k Employees , Public , 69 years old , New Delhi +8 more,
Chandigarh Group of Colleges,3.8,"Promotions / Appraisal, Work Satisfaction",,164,707,13,--,Education & Training , 501-1k Employees , 23 years old , Mohali +11 more,,
International Certification Services,3.5,"Promotions / Appraisal, Salary & Benefits, Job Security",,162,771,7,--,Other , 201-500 Employees , 25 years old , Mumbai +31 more,,
Vcare Call Center,2.6,"Job Security, Promotions / Appraisal, Company Culture",,161,614,10,--,BPO , 201-500 Employees , 20 years old , Noida +7 more,,
Health Prime Services (India),3.5,"Promotions / Appraisal, Company Culture, Work Life Balance",,160,721,9,--,Medical Equipment , 201-500 Employees , 21 years old , Mumbai +4 more,,
Smith & Nephew Healthcare,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,159,1.3k,6,--,Medical Equipment , 1k-5k Employees , Public , 168 years old , United Kingdom +14 more,
COWI,4.0,"Work Life Balance, Company Culture, Job Security",,157,649,6,--,Engineering & Construction , 201-500 Employees , 94 years old , Lyngby +4 more,,
R-Logic Technology Services,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",,157,559,7,--,IT Services & Consulting , 1k-5k Employees , 28 years old , Bangalore/Bengaluru +8 more,,
Hetero Biopharma,3.7,Job Security,"Promotions / Appraisal, Company Culture, Work Life Balance",157,901,14,--,Pharma , 201-500 Employees , 15 years old , Hyderabad +6 more,,
Asian Heart Institute and Research Centre,3.1,"Job Security, Work Life Balance, Promotions / Appraisal",,156,444,9,--,Healthcare , 201-500 Employees , 22 years old , Mumbai +4 more,,
Structures Online,4.6,"Job Security, Skill Development / Learning, Work Satisfaction",,155,304,2,--,Engineering & Construction , 501-1k Employees , 24 years old , Noida +2 more,,
Vedika Credit Capital,3.8,"Promotions / Appraisal, Salary & Benefits, Job Security",,152,572,1,--,NBFC , 1k-5k Employees , Public , 29 years old , Ranchi +39 more,
Celebi Delhi Cargo Terminal Management,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction",,152,494,2,--,Aviation , 5k-10k Employees , 66 years old , Istanbul +1 more,,
Parsons International,4.6,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,151,283,7,--,IT Services & Consulting , 1-10 Employees , 80 years old , Centreville +14 more,,
Andhra Pradesh State Skill Developmentcorporation,3.9,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security, Salary & Benefits",150,645,2,--,Non-Profit , 201-500 Employees , 10 years old , Vijayawada +25 more,,
Onicra Credit Rating Agency,2.8,"Job Security, Salary & Benefits, Work Satisfaction",,150,432,3,--,FinTech , 501-1k Employees , Public , 31 years old , Delhi/NCR +31 more,
Gulf Spic General Trading & Contracting Company,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",150,823,8,--,Engineering & Construction , 5k-10k Employees (Global) , 27 years old , Fahaheel +8 more,,
Gpt Infraprojects,4.0,"Company Culture, Promotions / Appraisal, Work Satisfaction",,148,550,4,--,Engineering & Construction , 1k-5k Employees , Public , 44 years old , Kolkata +18 more,
Concorde Motors,4.5,"Skill Development / Learning, Company Culture, Work Satisfaction",,145,505,--,--,Automobile , 501-1k Employees (Global) , Public , 52 years old , Bangalore/Bengaluru +12 more,
Massive Restaurants,4.0,Skill Development / Learning,,144,678,3,--,Hospitality , 501-1k Employees , 12 years old , Gurgaon +14 more,,
Reliance Petroleum,,"Company Culture, Work Life Balance, Work Satisfaction",,--,13,5,--,Oil & Gas , 201-500 Employees , Public , 16 years old , Ahemdabad,
AVASOFT,3.4,Skill Development / Learning,"Job Security, Work Life Balance",181,1k,90,--,Software Product , 501-1k Employees , 15 years old , Blue Bell +4 more,,
Gemini Solutions,3.2,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,179,1.9k,25,--,IT Services & Consulting , 501-1k Employees , 12 years old , Gurgaon/Gurugram +10 more,,
Ahana Systems & Solutions,3.9,"Work Life Balance, Job Security, Skill Development / Learning",,172,1k,8,--,IT Services & Consulting , 201-500 Employees , 17 years old , Bangalore/Bengaluru +15 more,,
Adglobal360,3.5,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",169,1.8k,18,--,Marketing & Advertising , 501-1k Employees , 15 years old , Gurgaon/Gurugram +8 more,,
Coffee Day,3.3,"Salary & Benefits, Promotions / Appraisal, Company Culture",,168,1.4k,18,--,Hospitality , 1k-5k Employees , 31 years old , Bangalore/Bengaluru +31 more,,
EXO Edge,4.1,"Work Life Balance, Company Culture, Salary & Benefits",,167,645,16,--,BPO , 501-1k Employees , 7 years old , Mohali +5 more,,
Ami Polymer,4.2,"Salary & Benefits, Skill Development / Learning, Company Culture",,166,521,5,31,Medical Equipment , 501-1k Employees , 28 years old , Mumbai +9 more,,
Tata CLiQ,3.5,"Promotions / Appraisal, Work Satisfaction",,166,1.3k,13,--,Internet , 501-1k Employees , 8 years old , Mumbai +7 more,,
Domino Printech,4.1,"Job Security, Company Culture","Promotions / Appraisal, Work Life Balance",165,787,13,--,Printing & Publishing , 201-500 Employees , 28 years old , Gurgaon/Gurugram +25 more,,
NMDC,4.3,"Work Life Balance, Work Satisfaction, Company Culture",,165,774,33,--,Metals & Mining , 5k-10k Employees , Fortune India 500 , 66 years old , Hyderabad/Secunderabad +18 more,
Fusion,3.4,"Promotions / Appraisal, Job Security, Salary & Benefits",,163,772,13,--,IT Services & Consulting , 11-50 Employees , 23 years old , Gangnam +29 more,,
Formidium Corp,3.5,"Job Security, Promotions / Appraisal, Salary & Benefits",,163,958,10,--,Financial Services , 501-1k Employees , 8 years old , Chicago +3 more,,
Impressico Business Solutions,4.5,"Work Life Balance, Company Culture, Job Security",,161,852,7,--,IT Services & Consulting , 201-500 Employees , 16 years old , Noida +6 more,,
Mazars,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,160,1.6k,19,--,Accounting & Auditing , 501-1k Employees , 17 years old , Paris +14 more,,
Hi-Tech,3.9,,,159,1.3k,19,--,11-50 Employees , Public , 20 years old , Gurgaon / Gurugram +53 more,,
Lomos Archilabs,4.4,"Salary & Benefits, Company Culture, Skill Development / Learning",,159,101,4,--,EdTech , 51-200 Employees , Bangalore / Bengaluru +6 more,,,
Blue Cross Laboratories,3.9,"Company Culture, Job Security, Work Satisfaction",,158,538,5,--,Pharma , 1k-5k Employees , Public , 44 years old , Mumbai +32 more,
EagleBurgmann,3.9,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",158,901,14,--,Industrial Machinery , 501-1k Employees , 140 years old , Wolfratshausen +17 more,,
SOS Children's Village,3.8,"Promotions / Appraisal, Skill Development / Learning, Company Culture",,158,462,9,--,Non-Profit , 1k-5k Employees , 75 years old , Imst +32 more,,
Margadarsi Chit Fund,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,157,589,4,--,Financial Services , 1k-5k Employees , 62 years old , Hyderabad +29 more,,
CloudMoyo,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,157,1.1k,7,--,Software Product , 201-500 Employees , 9 years old , Bellevue +1 more,,
Sun Direct TV,4.2,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",157,667,6,--,Broadcasting , 1k-5k Employees , 17 years old , Chennai +43 more,,
Prakash Industries,3.7,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,152,884,4,--,Metals & Mining , 501-1k Employees , Public , 44 years old , New Delhi +31 more,
Jindal Worldwide,3.5,"Promotions / Appraisal, Company Culture, Salary & Benefits",,152,955,6,--,Fashion & Textile , 1k-5k Employees , Public , 38 years old , Ahmedabad +3 more,
HEUBACH Colour,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,150,873,8,--,Chemicals , 51-200 Employees , 30 years old , Vadodara +11 more,,
Epitome Components,3.2,"Promotions / Appraisal, Company Culture, Salary & Benefits",,150,808,7,--,Electrical Equipment , 51-200 Employees , 30 years old , Ahmednagar +9 more,,
Carrefour,3.8,"Job Security, Skill Development / Learning, Work Life Balance",,149,496,9,--,Retail , 201-500 Employees , Forbes Global 2000 , 65 years old , Massy +22 more,
IREO,4.1,"Work Life Balance, Company Culture, Job Security",,149,603,5,--,Real Estate , 501-1k Employees , 20 years old , Gurgaon/Gurugram +9 more,,
Mitsubishi Heavy Industries,4.0,Work Life Balance,Promotions / Appraisal,149,821,3,--,Industrial Machinery , 51-200 Employees , Forbes Global 2000 , 140 years old , Tokyo +27 more,
Bose,4.3,"Work Life Balance, Skill Development / Learning, Company Culture",,148,709,4,--,Consumer Electronics & Appliances , 501-1k Employees , 60 years old , Framingham +28 more,,
Precision Camshafts,3.2,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,148,725,3,--,Auto Components , 201-500 Employees , Public , 32 years old , Solapur +4 more,
Future Consumer,4.3,"Company Culture, Work Satisfaction, Work Life Balance",,147,911,6,--,FMCG , 1k-5k Employees , Public , 28 years old , Mumbai +28 more,
Ayoki Fabricon,3.8,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Salary & Benefits",144,742,6,--,Engineering & Construction , 5k-10k Employees , 40 years old , Pune +19 more,,
Novigo Solutions,4.6,"Company Culture, Work Life Balance, Skill Development / Learning",,166,844,14,--,IT Services & Consulting , 501-1k Employees , 12 years old , Dallas +7 more,,
Toshiba Software India,3.6,Job Security,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",166,1.7k,15,--,IT Services & Consulting , 1k-5k Employees , 22 years old , Bangalore / Bengaluru +5 more,,
Axio,3.7,Company Culture,Promotions / Appraisal,162,928,6,--,Financial Services , 501-1k Employees , Startup , 11 years old , Bangalore +17 more,
Embee Software,3.6,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,161,945,7,--,Software Product , 501-1k Employees , 37 years old , Kolkata +19 more,,
Intech Organics,3.1,"Job Security, Promotions / Appraisal, Company Culture",,160,989,18,--,201-500 Employees , 25 years old , Gurugram +13 more,,,
Bajaj Allianz,4.0,"Salary & Benefits, Company Culture, Work Life Balance",,160,410,11,--,Pune +77 more,,,,,
Burckhardt Compression,4.3,"Company Culture, Job Security, Work Life Balance",,159,1k,5,--,Industrial Machinery , 201-500 Employees , Public , 180 years old , Zurich +4 more,
Tata Memorial Centre,4.2,"Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",159,816,3,--,Healthcare , 1k-5k Employees , 83 years old , Mumbai +16 more,,
Liugong India,3.4,"Company Culture, Work Satisfaction, Skill Development / Learning",,159,1k,13,--,Engineering & Construction , 201-500 Employees , 66 years old , Delhi/NCR +16 more,,
People Prime Worldwide,3.4,"Job Security, Promotions / Appraisal, Company Culture",,157,1.2k,13,--,Recruitment , 501-1k Employees , 12 years old , Hyderabad +3 more,,
National Mineral Development Corporation,4.4,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,156,838,18,--,Metals & Mining , 5k-10k Employees (Global) , Public , 66 years old , Hyderabad/Secunderabad +13 more,
Ajay Industrial Corporation,3.8,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,155,747,6,--,Industrial Machinery , 51-200 Employees , 63 years old , Ghaziabad +30 more,,
Lifelong India,4.0,Job Security,Promotions / Appraisal,154,848,12,--,Petrochemicals , 501-1k Employees , 39 years old , Delhi/NCR +8 more,,
PIX Transmissions,3.9,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",Job Security,153,819,6,--,Fashion & Textile , 51-200 Employees , Public , 43 years old , Nagpur +7 more,
Rajesh Motors,3.8,Skill Development / Learning,"Job Security, Salary & Benefits, Company Culture",149,608,4,--,Automobile , 51-200 Employees , 44 years old , Jaipur +21 more,,
RAKS Pharma,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",,149,825,8,--,Pharma , 201-500 Employees , 16 years old , Visakhapatnam/Vizag +7 more,,
Jitm Skills,3.9,"Job Security, Promotions / Appraisal, Salary & Benefits",,148,601,9,--,Education & Training , 51-200 Employees , 11 years old , Delhi/NCR +32 more,,
Agilent Technologies International,4.3,"Job Security, Company Culture, Work Life Balance",,141,692,2,--,Gurgaon / Gurugram +7 more,,,,,
Edac Engineering,3.8,"Promotions / Appraisal, Salary & Benefits, Company Culture",,140,672,7,--,Engineering & Construction , 1k-5k Employees , 37 years old , Chennai +17 more,,
Decon Telecom Solutions,3.1,"Promotions / Appraisal, Work Life Balance, Job Security",,137,334,7,--,Telecom , 201-500 Employees (Global) , 31 years old , Gurgaon +23 more,,
